Número do cadastro;Número da portaria;Nome do usuário de água;Natureza da intervenção;Tipo da Fonte de Captação;Tipo de Intervenção;Classificação;Status;Observação;Data de início do cadastro;Data de saída do processo;Vazão média;Vazão máxima;Unidade de medida da vazão;Volume normal armazenado (m³);Finalidades de Uso;Bacia Hidrográfica;Corpo Hídrico;Sistema Aquífero;Município;Nome da Geometria;Latitude;Longitude;Latitude (ponto final);Longitude (ponto final)
2019/009.554;-;CRELUZ COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;29/05/2019;01/06/2019;-;-;-;12200;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Jaboticaba;-;Novo Tiradentes;Ponto 1;"-53,1882358806591";"-27,562339571135";-;-
2019/009.333;-;Vertente Engenharia Ltda;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;27/05/2019;27/05/2019;-;-;-;3000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Arroio Guacho;-;Campestre da Serra;Ponto 1;"-51,02319774629";"-28,8081108890092";-;-
2019/009.307;-;Enebras Projetos de Usinas Hidrelétricas Ltda.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Concluído;-;27/05/2019;27/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Ipê;CIRCUITO HIDRÁULICO;"-51,3286637937377";"-28,583377489925";"-51,3194162922636";"-28,5971682224043"
2019/009.278;-;RIO DO FRADE GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;27/05/2019;27/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Esmeralda;Linha 1;"-51,0282668687241";"-28,020586610203";"-51,0214546972293";"-28,0187796280441"
2019/009.272;-;Enebras Projetos de Usinas Hidrelétricas Ltda.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;27/05/2019;27/05/2019;-;-;-;"8717516,26";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Ituim;-;Ipê;PONTO CENTRAL BARRAGEM;"-51,3286111111111";"-28,5833333333333";-;-
2019/009.268;-;RIO DO FRADE GERAÇÃO DE ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;27/05/2019;02/08/2019;-;-;-;14600;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Frade;-;Esmeralda;Ponto 1;"-51,0283870699641";"-28,0204617307276";-;-
2019/009.008;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando alterações de dados inconsistentes;-;22/05/2019;22/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;-;-;Caxias do Sul;Linha 1;"-51,0092749166416";"-29,1671439371321";"-51,0138479499926";"-29,1692078865238"
2019/008.863;O-000.675/2020;LORENZ & FILHOS LTDA - EPP;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Outorga;Concedida;-;21/05/2019;16/03/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;-;Humaitá;Linha 2;"-53,9701008796692";"-27,535825946119";"-53,9683413505554";"-27,5333904645933"
2019/008.795;O-000.675/2020;LORENZ & FILHOS LTDA - EPP;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;20/05/2019;16/03/2020;-;-;-;1365;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Humaitá;Ponto 1;"-53,9703";"-27,5362";-;-
2019/008.580;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Reserva de disponibilidade hídrica;Indeferida;-;16/05/2019;16/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Sananduva;Linha 1;"-51,9254422187805";"-27,904327763151";"-51,9266438484192";"-27,9014833065632"
2019/008.576;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;16/05/2019;16/05/2019;-;-;-;"0,01";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-51,9253";"-27,9046";-;-
2019/008.499;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Desativado;-;16/05/2019;16/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Sananduva;Linha 1;"-51,9253134727478";"-27,9044794654019";"-51,926600933075";"-27,9014453799702"
2019/008.387;O-000.644/2020;X-6 Geração de Energia Eireli;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Outorga;Concedida;-;14/05/2019;02/03/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Vacaria;Linha 1;"-50,8654169552028";"-28,320156432552";"-50,8592800609767";"-28,3109002166232"
2019/008.343;O-000.644/2020;X-6 Geração de Energia Eireli;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;14/05/2019;02/03/2020;-;-;-;154339;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Socorro;-;Vacaria;Ponto 1;"-50,8651";"-28,3207";-;-
2019/007.767;-;ESB ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;06/05/2019;16/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Apuaê ou Ligeiro;-;Sananduva;Ponto 1;"-51,9253";"-27,9046";-;-
2019/006.786;-;ENERGIA ECOSOCIAL LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Concluído;-;23/04/2019;23/04/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;-;-;Morro Reuter;Linha 3;"-51,0042214393616";"-29,5379925825948";"-51,0036206245422";"-29,5412035646232"
2019/006.403;-;ENERGIA ECOSOCIAL LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;17/04/2019;23/04/2019;-;-;-;1;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Arroio Jacob;-;Morro Reuter;Ponto 1;"-51,00430727005";"-29,5380299201811";-;-
2019/006.177;-;CERFOX – COOPERATIVA DE GERAÇÃO E DESENVOLVIMENTO FONTOURA XAVIER;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em análise;-;15/04/2019;13/11/2019;-;-;-;4250000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Arvorezinha;Ponto 1;"-52,2400975227356";"-28,9708271706572";-;-
2019/005.364;-;PALOMA ENERGIA LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;04/04/2019;27/02/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Barra do Rio Azul;Tunel;"-52,3982834815979";"-27,3288387893118";"-52,3966956138611";"-27,315150925093"
2019/005.191;-;SILVEIRA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Em andamento;-;02/04/2019;02/04/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;São José dos Ausentes;Linha 3;"-49,9938654899597";"-28,5488661506009";"-49,9953246116638";"-28,5323911594428"
2019/005.166;-;SILVEIRA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;02/04/2019;02/04/2019;-;-;-;"458291,87";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-49,9945306777954";"-28,5496954870663";-;-
2019/005.159;-;TOUROS V ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;01/04/2019;01/04/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Bom Jesus;Linha 1;"-50,4243493080139";"-28,502865453952";"-50,4238343238831";"-28,4967556552842"
2019/005.157;-;TOUROS V ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;01/04/2019;10/02/2020;-;-;-;498110;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,4245209693909";"-28,50290316766";-;-
2019/005.155;-;TOUROS IV ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando análise;-;01/04/2019;14/02/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Bom Jesus;Linha 1;"-50,4084277153015";"-28,5264715976601";"-50,4113459587097";"-28,5178367362997"
2019/005.142;-;TOUROS IV ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando análise;-;01/04/2019;14/02/2020;-;-;-;60590;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,4083847999573";"-28,5267355342475";-;-
2019/005.118;-;TOUROS III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;01/04/2019;20/02/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Bom Jesus;Linha 1;"-50,3779578208923";"-28,5335222480626";"-50,3859829902649";"-28,5329944082175"
2019/004.975;-;PALOMA ENERGIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;29/03/2019;13/01/2020;-;-;-;"92122,57";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio Palomas;-;Barra do Rio Azul;Ponto 1;"-52,3982405662537";"-27,3289150400905";-;-
2019/004.961;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;29/03/2019;22/05/2019;-;-;-;"39455,75";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,0092751160888";"-29,1671439641435";-;-
2019/004.541;-;GERALUZ SERVIÇOS DE ENGENHARIA LTDA.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;22/03/2019;04/02/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Nova Prata;CANAL;"-51,5467143058777";"-28,7416989982116";"-51,5343546867371";"-28,7489609537851"
2019/004.535;-;GERALUZ SERVIÇOS DE ENGENHARIA LTDA.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/03/2019;04/02/2020;-;-;-;1010000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Nova Prata;Ponto 1;"-51,5466666666667";"-28,7419444444444";-;-
2019/004.343;-;MINOZZO PARTICIPAÇÕES LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando alterações de dados inconsistentes;-;20/03/2019;20/03/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Vila Flores;Conduto Forçado;"-51,4933061599731";"-28,8265533031061";"-51,4679002761841";"-28,8492596659831"
2019/004.299;-;MINOZZO PARTICIPAÇÕES LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;20/03/2019;06/02/2020;-;-;-;5499480;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio da Prata;-;Vila Flores;Ponto 1;"-51,4937996864319";"-28,8264405107931";-;-
2019/003.691;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em análise;-;08/03/2019;21/01/2020;-;-;-;"618,83";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-54,1643786430359";"-27,4042327925508";-;-
2019/003.312;-;TOUROS III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;27/02/2019;20/02/2020;-;-;-;161000;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Bom Jesus;Ponto 1;"-50,3776";"-28,5343";-;-
2019/003.240;-;ENERBIO SERVICOS DE ENGENHARIA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;26/02/2019;28/01/2020;-;-;-;300000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio da Várzea;Rio Fortaleza;-;Taquaruçu do Sul;Ponto 1;"-53,5472222222222";"-27,4186111111111";-;-
2019/003.014;-;USINA PADRE POLO LTDA - ME;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;25/02/2019;25/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Passo Fundo;-;-;Jacutinga;Linha da adução;"-52,5459980964661";"-27,6895323462221";"-52,549946308136";"-27,688012310995"
2019/002.997;-;COPREL Cooperativa de Geração de Energia e Desenvolvimento;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;25/02/2019;25/02/2019;-;-;-;"604917,495";Aproveitamento hidrelétrico;Bacia Hidrográfica do Alto Jacuí;Rio Jacuí;-;Victor Graeff;Ponto 1;"-52,7264142036438";"-28,6717251018477";-;-
2019/002.955;-;TOUROS II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;22/02/2019;31/01/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Bom Jesus;Linha da adução;"-50,3522086143494";"-28,5768338024274";"-50,3521656990051";"-28,5780021005255"
2019/002.931;-;TOUROS II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;22/02/2019;31/01/2020;-;-;-;24600;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio dos Touros;-;Bom Jesus;Ponto 1;"-50,3528";"-28,5774";-;-
2019/002.808;-;Pablo Rodrigo Ferreira Romeiro;Água Superficial;Barragem de acumulação;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;20/02/2019;24/02/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Monte Alegre dos Campos;Linha da adução;"-50,6829571723938";"-28,7782294156317";"-50,6908535957336";"-28,7800349130857"
2019/002.305;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;13/02/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;Crissiumal;Ponto 1;"-54,1642799376132";"-27,4042556518659";-;-
2019/002.301;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Desativado;-;13/02/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;-;-;Crissiumal;Linha da adução;"-54,1643233604555";"-27,4043763263682";"-54,1680569954042";"-27,4048335181536"
2019/001.931;O-000.464/2019;CERQUINHA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Outorga;Concedida;-;06/02/2019;13/12/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Bom Jesus;Adução;"-50,240843296051";"-28,5319010172707";"-50,2528595924377";"-28,5262830711216"
2019/001.898;O-000.464/2019;CERQUINHA II ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Outorga;Concedida;-;06/02/2019;13/12/2019;-;-;-;"33506,93";Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Arroio Cerquinha;-;Bom Jesus;Ponto 1;"-50,2411111111111";"-28,5325";-;-
2019/001.866;-;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Reserva de disponibilidade hídrica;Indeferida;-;06/02/2019;06/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;São José dos Ausentes;Linha da adução;"-49,9900460243225";"-28,5107850367974";"-49,9913334846497";"-28,5230780683803"
2019/001.789;-;COOPERATIVA DE DISTRIBUICAO E GERACAO DE ENERGIA DAS MISSOES;Água Superficial;Barragem de acumulação;Adução para aproveitamento hidrelétrico;Outorga;Indeferida;-;05/02/2019;07/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;-;-;Entre-Ijuís;Linha da adução;"-54,3126082420349";"-28,4009817772112";"-54,3137669563293";"-28,3972444542235"
2019/001.763;R-000.630/2020;ENERGÉTICA RIO LIGEIRO LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Reserva de disponibilidade hídrica;Concedida;-;04/02/2019;22/01/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Santa Cecília do Sul;Linha da adução;"-51,8404269218445";"-28,1816239566939";"-51,84574842453";"-28,1754956543129"
2019/001.573;-;OLFAR S/A ALIMENTO E ENERGIA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando alterações de dados inconsistentes;-;30/01/2019;24/03/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Protásio Alves;Linha da adução;"-51,5037865944032";"-28,7851457485084";"-51,4998383827333";"-28,7945108059708"
2019/001.476;-;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Indeferida;-;29/01/2019;06/02/2019;-;-;-;269500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 1;"-49,9897";"-28,5228";-;-
2019/001.440;-;M. H.N GERACAO ELETRICA LTDA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Desativado;-;29/01/2019;13/02/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Turvo - Santa Rosa - Santo Cristo;Lajeado Grande;-;-;Ponto 1;"-54,1638888888889";"-27,4041666666667";-;-
2019/001.405;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando alterações de dados inconsistentes;-;28/01/2019;28/01/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;-;-;Caxias do Sul;Linha 1;"-51,0579538336396";"-29,1743779680682";"-51,0663755140602";"-29,182333292481"
2019/001.316;-;OLFAR S/A ALIMENTO E ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;25/01/2019;16/01/2020;-;-;-;2223000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Protásio Alves;Ponto 1;"-51,504034549107";"-28,7852920182863";-;-
2019/001.159;-;Enel Brasil S.A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Concluído;-;23/01/2019;02/10/2019;-;-;-;48770000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Fagundes Varela;Ponto 1;"-51,8058333333333";"-28,8941666666667";-;-
2019/001.003;-;COOPERATIVA DE DISTRIBUICAO E GERACAO DE ENERGIA DAS MISSOES;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Outorga;Indeferida;-;20/01/2019;07/02/2019;-;-;-;2265;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Sem denominação;-;Entre-Ijuís;Ponto 1;"-54,3119215965271";"-28,4018122755307";-;-
2019/000.653;-;APS Construções EIRELI;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;14/01/2019;28/01/2019;-;-;-;"22524,01";Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Caí;Rio Piai;-;Caxias do Sul;Ponto 1;"-51,0578484317457";"-29,1742686136754";-;-
2019/000.450;-;Hidropan Geração de Energia Elétrica S/A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;10/01/2019;-;-;-;-;1732993;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;Lajeado Alegre;-;Condor;Ponto 1;"-53,4407014903283";"-28,2012457159401";-;-
2019/000.170;-;SILVEIRA III ENERGÉTICA S.A.;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;07/01/2019;19/02/2020;-;-;-;269500;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Rio do Silveira;-;São José dos Ausentes;Ponto 3;"-49,9896";"-28,52315";-;-
2019/000.116;-;CERTEL FOZ DO JACUTINGA GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Concluído;-;04/01/2019;04/01/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Putinga;Linha da adução;"-52,2172665596008";"-29,0314824114091";"-52,2157216072083";"-29,0394370164975"
2018/035.220;-;CERTEL OLARIA GERAÇÃO DE ENERGIA;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Em andamento;-;21/12/2018;-;-;-;-;2914000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;Pouso Novo;Ponto 1;"-52,17";"-29,1785";-;-
2018/035.217;-;CERTEL MOINHO VELHO GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;21/12/2018;04/01/2019;-;-;-;35311000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-52,2161";"-29,0861";-;-
2018/035.216;-;CERTEL FOZ DO JACUTINGA GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;21/12/2018;21/12/2018;-;-;-;3750000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Putinga;Ponto 1;"-52,218";"-29,0313";-;-
2018/035.005;-;CERTEL  VALE FUNDO GERAÇÃO DE ENERGIA S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Cadastro;Concluído;-;19/12/2018;19/12/2018;-;-;-;8617000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-52,1888";"-29,1288";-;-
2018/034.982;R-000.594/2020;Certel Vale do Leite Geração de Energia S/A;Água Superficial;Barragem de nível;Cadastro apenas da barragem;Reserva de disponibilidade hídrica;Concedida;-;19/12/2018;14/02/2020;-;-;-;6098300;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Rio Forqueta;-;Pouso Novo;Ponto 1;"-52,186331749017";"-29,1564837956109";-;-
2018/034.955;-;Enel Brasil S.A;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Em andamento;-;19/12/2018;-;-;-;-;21880000;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;Sem denominação;-;São Valentim do Sul;Ponto 1;"-51,7138888888889";"-29,0708333333333";-;-
2018/034.810;-;ALS GERAÇÃO DE ENERGIA SPE LTDA;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Reserva de disponibilidade hídrica;Indeferida;-;17/12/2018;18/01/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Taquari-Antas;-;-;Estrela;Linha da adução;"-51,9058907034196";"-29,5210884416514";"-51,906877756337";"-29,5215365666631"
2018/034.408;-;MARIANO GERAÇÃO DE ENERGIA;Água Superficial;Barragem de acumulação;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando alterações de dados inconsistentes;-;13/12/2018;30/05/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;-;-;Machadinho;Linha da adução;"-51,5778279304504";"-27,6055947669118";"-51,5784287452698";"-27,6035411390065"
2018/034.380;-;MARIANO GERAÇÃO DE ENERGIA;Água Superficial;Barragem de acumulação;Cadastro apenas da barragem;Cadastro;Aguardando alterações de dados inconsistentes;-;12/12/2018;28/01/2020;-;-;-;11400;Aproveitamento hidrelétrico;Bacia Hidrográfica dos Rios Apuaê - Inhandava;Sem denominação;-;Machadinho;Ponto 1;"-51,5781712532043";"-27,6056708264654";-;-
2018/033.797;-;Companhia Estadual de Geração e Transmissão de Energia Elétrica;Água Superficial;Barragem de nível;Adução para aproveitamento hidrelétrico;Cadastro;Aguardando verificação de inconsistências das intervenções;-;05/12/2018;18/01/2019;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;-;-;Eugênio de Castro;Linha 1;"-54,2892881486438";"-28,435780266262";"-54,288667813916";"-28,4422113879247"
2018/033.773;-;Agropecuaria Fockink Ltda;Água Superficial;Barragem de acumulação;Adução para aproveitamento hidrelétrico;Cadastro;Em análise;-;05/12/2018;07/01/2020;-;-;-;0;Aproveitamento hidrelétrico;Bacia Hidrográfica do Rio Ijuí;-;-;Panambi;Linha da adução;"-53,4573912620544";"-28,3970632472193";"-53,4601807594299";"-28,3968744897138"
